City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
525,Harer,9.3094,42.1258,73.96,overcast clouds,42,96,8.72,ET,2021-04-21 06:41:10
526,Haines Junction,60.7522,-137.5108,41.0,snow,60,100,11.5,CA,2021-04-21 06:41:10
527,Miles City,46.4083,-105.8406,23.0,clear sky,74,1,5.75,US,2021-04-21 06:41:11
528,Brzeziny,51.8002,19.7514,53.01,clear sky,71,0,6.91,PL,2021-04-21 06:41:11
529,Joao Pinheiro,-17.7425,-46.1725,61.52,clear sky,65,1,4.54,BR,2021-04-21 06:41:11
530,Uray,60.1247,64.7758,47.17,broken clouds,54,79,1.41,RU,2021-04-21 06:41:12
531,Baykit,61.67,96.37,32.0,overcast clouds,75,100,4.74,RU,2021-04-21 06:41:12
532,Haimen,23.1935,116.6142,86.0,clear sky,45,0,8.95,CN,2021-04-21 06:41:12
533,Dicabisagan,17.0818,122.4157,79.9,moderate rain,86,100,7.38,PH,2021-04-21 06:41:13
534,Vysokogornyy,50.1167,139.15,36.97,scattered clouds,92,35,4.14,RU,2021-04-21 06:41:13
535,Vyazemskiy,47.5378,134.7525,64.45,clear sky,18,1,8.86,RU,2021-04-21 06:41:14
536,Lokachi,50.737,24.6494,50.0,overcast clouds,79,99,1.01,UA,2021-04-21 06:41:14
537,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.36,overcast clouds,87,85,6.91,BR,2021-04-21 06:41:14
538,Payo,-3.7508,103.6372,91.15,broken clouds,51,61,2.8,ID,2021-04-21 06:41:15
539,Raga,8.4596,25.678,86.09,overcast clouds,44,100,8.01,SS,2021-04-21 06:41:15
540,Katiola,8.1333,-5.1,73.8,overcast clouds,83,100,1.48,CI,2021-04-21 06:41:16
541,Kangaatsiaq,68.3065,-53.4641,13.15,clear sky,83,8,11.39,GL,2021-04-21 06:41:16
542,Arman,59.7,150.1667,34.72,light snow,92,100,9.31,RU,2021-04-21 06:41:16
543,Umm Lajj,25.0213,37.2685,83.73,few clouds,53,24,7.43,SA,2021-04-21 06:41:17
544,Jizan,17.3333,42.6667,89.6,scattered clouds,70,40,10.36,SA,2021-04-21 06:41:17
545,Kimbe,-5.5502,150.1429,82.53,broken clouds,77,52,2.66,PG,2021-04-21 06:41:18
546,Rio Gallegos,-51.6226,-69.2181,44.6,clear sky,76,0,14.97,AR,2021-04-21 06:41:18
547,Dzhebariki-Khaya,62.2167,135.8,28.35,overcast clouds,68,100,4.59,RU,2021-04-21 06:41:18
548,Port Hawkesbury,45.6169,-61.3485,35.01,overcast clouds,93,90,6.91,CA,2021-04-21 06:41:19
549,Valley City,46.9233,-98.0032,23.0,few clouds,93,20,8.05,US,2021-04-21 06:41:19
550,Itoman,26.1247,127.6694,75.2,broken clouds,68,75,18.41,JP,2021-04-21 06:41:19
551,Diamantino,-14.4086,-56.4461,69.69,few clouds,91,14,3.6,BR,2021-04-21 06:41:20
552,Glauchau,50.8167,12.5333,48.0,clear sky,81,0,6.91,DE,2021-04-21 06:41:20
553,Villiers,-27.0303,28.6006,60.13,clear sky,50,0,2.35,ZA,2021-04-21 06:41:21
554,Yetkul,54.8221,61.588,51.8,clear sky,22,0,6.71,RU,2021-04-21 06:41:21
555,Sinnamary,5.3833,-52.95,76.39,light rain,86,100,6.4,GF,2021-04-21 06:41:21
556,Nanakuli,21.3906,-158.1547,77.0,overcast clouds,69,90,7.65,US,2021-04-21 06:41:22
557,Balikpapan,-1.2675,116.8289,84.81,overcast clouds,65,89,8.12,ID,2021-04-21 06:41:22
558,Retz,48.7494,15.9624,50.0,few clouds,71,21,1.01,AT,2021-04-21 06:41:23
559,Puerto Madryn,-42.7692,-65.0385,64.69,overcast clouds,79,100,17.58,AR,2021-04-21 06:41:23
560,Madang,-5.2246,145.7966,83.3,broken clouds,74,59,5.06,PG,2021-04-21 06:41:23
561,Derzhavinsk,51.1,66.3167,46.47,clear sky,32,0,9.01,KZ,2021-04-21 06:41:14
562,Pahrump,36.2083,-115.9839,71.01,clear sky,21,1,11.99,US,2021-04-21 06:37:14
563,Jumla,29.2747,82.1838,51.51,overcast clouds,94,100,3.18,NP,2021-04-21 06:39:04
564,Smidovich,48.6,133.8167,64.58,clear sky,19,7,6.71,RU,2021-04-21 06:41:24
565,Shingu,33.7333,135.9833,71.6,few clouds,30,20,14.97,JP,2021-04-21 06:41:25
566,Moose Factory,51.2585,-80.6094,15.8,light snow,73,90,11.5,CA,2021-04-21 06:41:25
567,Longkou,37.6508,120.3286,52.7,light rain,64,100,14.09,CN,2021-04-21 06:41:25
568,Pecos,31.4229,-103.4932,46.4,clear sky,46,1,10.36,US,2021-04-21 06:41:26
569,Tadine,-21.55,167.8833,74.37,overcast clouds,74,90,8.28,NC,2021-04-21 06:41:27
570,Laguna,38.421,-121.4238,55.99,clear sky,71,1,5.75,US,2021-04-21 06:41:27
571,Simao,22.7886,100.9748,90.34,clear sky,13,0,7.87,CN,2021-04-21 06:41:27
572,Nador,35.174,-2.9287,64.4,clear sky,59,0,5.75,MA,2021-04-21 06:41:28
573,Yatou,37.15,122.3833,59.65,overcast clouds,40,100,10.78,CN,2021-04-21 06:41:28
574,Samfya,-11.3649,29.5565,67.51,broken clouds,75,73,10.45,ZM,2021-04-21 06:41:29
575,Dwarka,22.2394,68.9678,84.94,clear sky,60,0,12.5,IN,2021-04-21 06:38:08
576,Shu,43.5983,73.7614,41.0,light rain,75,100,1.01,KZ,2021-04-21 06:41:29
577,Mezen,65.8522,44.24,47.75,few clouds,48,23,10.02,RU,2021-04-21 06:41:30
578,Rey Bouba,8.6724,14.1786,89.96,overcast clouds,42,97,3.42,CM,2021-04-21 06:41:30
579,Two Hills,53.7169,-111.7518,35.6,clear sky,44,10,8.05,CA,2021-04-21 06:41:30
580,Saint Anthony,45.0205,-93.218,30.99,broken clouds,69,75,3.44,US,2021-04-21 06:41:31
581,Chernolesskoye,44.7156,43.7133,53.53,light rain,76,100,9.28,RU,2021-04-21 06:41:31
582,Kauhajoki,62.4333,22.1833,50.0,clear sky,53,0,6.91,FI,2021-04-21 06:41:32
583,Nuristan,35.3,70.8333,36.81,broken clouds,59,57,6.24,AF,2021-04-21 06:41:32
584,Shihezi,44.3,86.0333,63.54,clear sky,36,7,11.34,CN,2021-04-21 06:41:32
585,Jinchang,38.4953,102.1739,70.66,clear sky,14,0,9.6,CN,2021-04-21 06:41:33
586,Ramanuj Ganj,23.8,83.7,97.74,overcast clouds,17,100,10.74,IN,2021-04-21 06:41:33
587,Esna,25.2934,32.554,87.8,few clouds,33,20,3.44,EG,2021-04-21 06:41:34
588,Lipari,38.4674,14.954,60.01,broken clouds,66,77,12.3,IT,2021-04-21 06:41:34
589,Yar-Sale,66.8333,70.8333,30.33,overcast clouds,94,98,13.44,RU,2021-04-21 06:41:34
590,Bandipur,27.9333,84.4167,80.73,light rain,23,100,5.61,NP,2021-04-21 06:41:35
591,Tezu,27.9167,96.1667,95.56,clear sky,17,0,4.76,IN,2021-04-21 06:41:35
592,Cayenne,4.9333,-52.3333,78.01,light rain,100,0,6.26,GF,2021-04-21 06:41:36
593,Fochville,-26.4886,27.4939,57.99,clear sky,71,0,6.44,ZA,2021-04-21 06:41:36
594,Aurillac,44.9167,2.45,46.99,light intensity drizzle,87,90,9.22,FR,2021-04-21 06:41:36
595,Pacific Grove,36.6177,-121.9166,51.8,overcast clouds,87,90,6.91,US,2021-04-21 06:41:37
596,Hambantota,6.1241,81.1185,91.4,scattered clouds,66,40,6.91,LK,2021-04-21 06:41:37
597,Chase,50.8165,-119.6857,42.8,scattered clouds,61,45,2.3,CA,2021-04-21 06:41:38
598,Rawson,-43.3002,-65.1023,63.9,overcast clouds,80,100,15.19,AR,2021-04-21 06:40:49
599,Beloyarsk,53.4461,83.9048,33.8,few clouds,29,20,11.18,RU,2021-04-21 06:41:39
600,Mareeba,-17.0,145.4333,80.6,scattered clouds,78,40,10.36,AU,2021-04-21 06:41:39
601,Manokwari,-0.8667,134.0833,82.47,overcast clouds,74,94,5.59,ID,2021-04-21 06:41:40
602,Coromandel,-18.4733,-47.2003,56.34,clear sky,76,0,3.65,BR,2021-04-21 06:41:40
603,Margate,51.3813,1.3862,46.0,overcast clouds,89,99,3.0,GB,2021-04-21 06:41:40
604,Mingshui,36.7167,117.5,54.84,light rain,68,100,6.55,CN,2021-04-21 06:40:07
605,Tsabong,-26.0217,22.401,68.27,clear sky,34,0,15.55,BW,2021-04-21 06:41:41
606,Honiara,-9.4333,159.95,81.36,overcast clouds,84,91,2.28,SB,2021-04-21 06:41:41
607,Svetlogorsk,52.6333,29.7333,43.84,overcast clouds,75,100,4.61,BY,2021-04-21 06:41:42
608,Gat,31.61,34.7642,72.0,clear sky,45,10,1.99,IL,2021-04-21 06:37:04
609,Kjollefjord,70.9457,27.3465,42.8,clear sky,65,0,21.85,NO,2021-04-21 06:41:42
610,Aksu,41.1231,80.2644,72.39,overcast clouds,21,100,1.99,CN,2021-04-21 06:41:43
611,Ulagan,50.6321,87.9563,38.46,scattered clouds,38,48,3.98,RU,2021-04-21 06:41:43
612,Lockhart,28.6194,-81.4426,70.0,broken clouds,94,75,3.18,US,2021-04-21 06:41:43
613,Parintins,-2.6283,-56.7358,72.01,overcast clouds,97,100,0.87,BR,2021-04-21 06:41:44
614,Sarai Naurang,32.8259,70.7814,78.12,clear sky,40,0,3.58,PK,2021-04-21 06:41:44
615,Ca Mau,9.1769,105.15,89.67,overcast clouds,55,100,8.16,VN,2021-04-21 06:41:45
616,Clarksburg,39.2807,-80.3445,46.99,clear sky,71,1,6.91,US,2021-04-21 06:38:58
617,Kyrylivka,46.3759,35.3675,51.3,broken clouds,80,75,14.0,UA,2021-04-21 06:41:45
618,Beatrice,40.2681,-96.747,33.01,scattered clouds,93,40,5.75,US,2021-04-21 06:41:46
619,Synya,65.3718,58.0387,45.57,scattered clouds,75,29,6.69,RU,2021-04-21 06:41:46
620,Dudinka,69.4058,86.1778,9.52,overcast clouds,82,100,5.77,RU,2021-04-21 06:41:47
621,Coronel Vivida,-25.9797,-52.5678,56.16,clear sky,80,0,6.02,BR,2021-04-21 06:41:47
622,Kloulklubed,7.0419,134.2556,86.0,broken clouds,70,75,6.91,PW,2021-04-21 06:41:47
623,Bubaque,11.2833,-15.8333,78.12,overcast clouds,66,93,11.12,GW,2021-04-21 06:41:48
624,Mpanda,-6.3655,31.0409,69.64,overcast clouds,84,100,4.88,TZ,2021-04-21 06:41:48
625,Mitla,16.9167,-96.4,62.92,overcast clouds,85,91,3.31,MX,2021-04-21 06:41:48
626,Vytegra,61.0064,36.4481,38.79,moderate rain,73,100,9.57,RU,2021-04-21 06:41:49
627,Mongo,12.1844,18.693,93.58,overcast clouds,11,100,4.23,TD,2021-04-21 06:41:49
628,Tyrma,50.0833,132.1667,64.9,clear sky,18,0,3.89,RU,2021-04-21 06:41:50
629,Monrovia,6.3005,-10.7969,77.0,light rain,94,75,4.61,LR,2021-04-21 06:41:50
630,Kasongo,-4.45,26.6667,68.95,light rain,98,100,3.09,CD,2021-04-21 06:41:50
631,Beloha,-25.1667,45.05,78.33,clear sky,54,10,14.52,MG,2021-04-21 06:37:18
632,Raymond,43.9015,-70.4703,44.01,overcast clouds,94,100,1.79,US,2021-04-21 06:37:17
633,San Policarpo,12.1791,125.5072,87.03,overcast clouds,65,100,7.29,PH,2021-04-21 06:41:51
634,Buguruslan,53.6554,52.442,46.49,overcast clouds,31,100,20.02,RU,2021-04-21 06:41:51
635,Fairbanks,64.8378,-147.7164,39.2,clear sky,30,1,4.61,US,2021-04-21 06:41:51
636,Houma,29.5958,-90.7195,61.0,clear sky,88,1,4.61,US,2021-04-21 06:41:52
637,Turan,16.0678,108.2208,89.6,few clouds,62,20,12.66,VN,2021-04-21 06:38:08
638,Canutama,-6.5339,-64.3831,71.1,overcast clouds,99,100,2.04,BR,2021-04-21 06:41:53
639,Chinchani,19.8667,72.7,86.07,overcast clouds,59,100,11.77,IN,2021-04-21 06:41:53
640,Rosetown,51.5501,-108.0014,28.4,broken clouds,46,69,8.05,CA,2021-04-21 06:41:53
641,Moussoro,13.6408,16.4901,88.83,scattered clouds,7,38,15.77,TD,2021-04-21 06:41:54
642,Brownsville,25.9018,-97.4975,64.99,clear sky,88,1,5.57,US,2021-04-21 06:41:54
643,Turukhansk,65.8167,87.9833,25.81,scattered clouds,79,46,9.06,RU,2021-04-21 06:41:54
644,Tateyama,34.9833,139.8667,73.0,clear sky,60,0,5.75,JP,2021-04-21 06:41:55
645,Kaiyuan,23.6977,103.3037,86.59,clear sky,20,0,13.49,CN,2021-04-21 06:41:55
646,Forssa,60.8146,23.6215,45.0,overcast clouds,66,100,6.4,FI,2021-04-21 06:41:56
647,Tyler,32.3513,-95.3011,42.8,clear sky,65,1,12.66,US,2021-04-21 06:41:56
648,Verkhoyansk,67.5447,133.385,24.8,overcast clouds,66,100,4.14,RU,2021-04-21 06:41:56
649,Pouebo,-20.4,164.5667,76.42,broken clouds,85,59,6.58,NC,2021-04-21 06:41:57
650,Bara,10.3744,10.7288,86.67,overcast clouds,51,100,10.89,NG,2021-04-21 06:41:57
651,San Ramon,37.7799,-121.978,52.0,broken clouds,76,75,5.75,US,2021-04-21 06:41:58
652,Mecca,21.4267,39.8261,96.15,clear sky,20,0,9.19,SA,2021-04-21 06:41:58
653,Vilyuysk,63.7553,121.6247,23.38,overcast clouds,68,100,4.99,RU,2021-04-21 06:41:58
654,West Bay,19.3667,-81.4167,80.01,scattered clouds,76,34,1.01,KY,2021-04-21 06:41:59
655,Lola,7.8,-8.5333,71.28,overcast clouds,96,100,1.25,GN,2021-04-21 06:41:59
656,Bridgetown,13.1,-59.6167,77.58,few clouds,75,15,19.19,BB,2021-04-21 06:41:38
657,Grindavik,63.8424,-22.4338,37.4,overcast clouds,93,90,6.91,IS,2021-04-21 06:42:00
658,Fukue,32.6881,128.8419,69.8,broken clouds,43,75,5.75,JP,2021-04-21 06:42:00
659,Villa Carlos Paz,-31.4241,-64.4978,69.01,clear sky,77,0,16.11,AR,2021-04-21 06:40:24
660,Karatuzskoye,53.6072,92.8667,34.09,overcast clouds,43,100,6.69,RU,2021-04-21 06:42:01
661,Dawei,14.0833,98.2,88.43,scattered clouds,61,37,8.84,MM,2021-04-21 06:42:01
662,Port-Gentil,-0.7193,8.7815,78.8,light rain,100,40,8.84,GA,2021-04-21 06:42:02
663,Buala,-8.145,159.5921,82.17,moderate rain,79,68,3.18,SB,2021-04-21 06:42:02
664,Nizwa,22.9333,57.5333,94.75,clear sky,9,0,6.8,OM,2021-04-21 06:42:02
665,Adeje,28.1227,-16.726,66.99,few clouds,72,20,4.61,ES,2021-04-21 06:42:03
666,Tyup,42.7276,78.3648,52.54,overcast clouds,50,100,8.05,KG,2021-04-21 06:42:03
667,Svay Rieng,11.0879,105.7993,95.18,overcast clouds,41,100,6.33,KH,2021-04-21 06:42:04
668,Soc Trang,9.6033,105.98,91.4,scattered clouds,62,40,5.75,VN,2021-04-21 06:39:01
669,Samana,19.2056,-69.3369,74.44,scattered clouds,87,30,5.95,DO,2021-04-21 06:42:04
670,Sorland,67.667,12.6934,37.4,broken clouds,65,75,35.79,NO,2021-04-21 06:42:05
671,Mandali,33.7499,45.5541,97.39,overcast clouds,12,97,7.49,IQ,2021-04-21 06:42:05
672,Ayan,56.45,138.1667,34.83,clear sky,76,0,4.03,RU,2021-04-21 06:42:05
673,Oriximina,-1.7656,-55.8661,73.4,overcast clouds,94,100,1.52,BR,2021-04-21 06:37:51
674,Hobyo,5.3505,48.5268,86.49,broken clouds,64,82,10.65,SO,2021-04-21 06:42:06
675,Ubinskoye,55.3068,79.6802,32.81,overcast clouds,64,100,14.63,RU,2021-04-21 06:42:06
676,Gotsu,35.0,132.2167,66.2,scattered clouds,59,40,5.75,JP,2021-04-21 06:42:07
677,Konstantinovka,49.6167,127.9833,70.74,clear sky,21,0,14.7,RU,2021-04-21 06:42:07
678,Tskaltubo,42.3254,42.5979,53.6,moderate rain,94,90,5.75,GE,2021-04-21 06:42:07
679,Anta,25.15,76.3,93.2,dust,22,0,4.61,IN,2021-04-21 06:42:08
680,Bambanglipuro,-7.95,110.2833,85.01,clear sky,60,0,13.47,ID,2021-04-21 06:42:08
681,Coihaique,-45.5752,-72.0662,46.4,moderate rain,93,90,3.44,CL,2021-04-21 06:42:09
682,Falam,22.9167,93.6833,91.29,clear sky,9,0,2.75,MM,2021-04-21 06:42:09
683,Banda Aceh,5.5577,95.3222,86.58,overcast clouds,65,100,12.21,ID,2021-04-21 06:42:10
684,Soweto,-26.2678,27.8585,57.0,clear sky,71,1,4.88,ZA,2021-04-21 06:42:10
685,Pindushi,62.9152,34.58,42.46,overcast clouds,56,100,7.07,RU,2021-04-21 06:42:10
686,Tafresh,34.692,50.013,66.2,few clouds,42,15,6.91,IR,2021-04-21 06:42:11
687,Pelym,61.0108,61.9978,52.97,clear sky,41,6,2.53,RU,2021-04-21 06:42:11
688,Shakiso,5.75,38.9167,74.07,broken clouds,51,72,6.76,ET,2021-04-21 06:42:11
